0 0
9065 0
9066 1
13581 1
13582 0
14172 0
14173 1
14716 1
14717 0
15308 0
15309 1
15853 1
15854 0
16420 0
16421 1
16992 1
16993 0
17557 0
17558 1
18149 1
18150 0
18695 0
18696 1
19267 1
19268 0
19858 0
19859 1
20404 1
20405 0
20971 0
20972 1
21542 1
21543 0
22107 0
22108 1
22679 1
22680 0
23244 0
23245 1
24920 1
24921 0
25486 0
25487 1
27163 1
27164 0
27757 0
27758 1
29405 1
29406 0
30000 0
30001 1
31648 1
31649 0
32240 0
32241 1
33891 1
33892 0
34485 0
34486 1
36133 1
36134 0
36701 0
36702 1
38376 1
38377 0
38944 0
38945 1
40639 1
40640 0
41214 0
41215 1
41757 1
41758 0
42349 0
42350 1
43999 1
44000 0
44565 0
44566 1
46241 1
46242 0
46808 0
46809 1
47378 1
47379 0
47944 0
47945 1
49620 1
49621 0
50212 0
50213 1
50765 1
50766 0
51323 0
51324 1
51894 1
51895 0
52460 0
52461 1
53030 1
53031 0
53624 0
53625 1
55271 1
55272 0
55862 0
55863 1
56409 1
56410 0
56974 0
56975 1
57545 1
57546 0
58111 0
58112 1
59787 1
59788 0
60378 0
60379 1
60924 1
60925 0
61488 0
61489 1
63165 1
63166 0
63732 0
63733 1
65407 1
65408 0
65974 0
65975 1
67650 1
67651 0
68215 0
68216 1
108052 1
108053 0
117204 0
117205 1
119426 1
119427 0
119996 0
119997 1
216033 1
216034 0
225185 0
225186 1
227406 1
227407 0
227974 0
227975 1
324016 1
324017 0
333167 0
333168 1
335386 1
335387 0
335955 0
335956 1
